Sexenios Conseguidos / Potenciales;2020-21 - Total;2020-21 - Mujeres;2020-21 - Hombres;2021-22 - Total;2021-22 - Mujeres;2021-22 - Hombres;2022-23 - Total;2022-23 - Mujeres;2022-23 - Hombres;2023-24 - Total;2023-24 - Mujeres;2023-24 - Hombres
Conseguidos / Potenciales;73%;68%;75%;74%;69%;77%;76%;73%;78%;77%;75%;79%
