Personal de investigación (I-PI):  NACIONALIDAD;TOTAL;INVESTIGADOR/A;COLABORADOR/A JUNIOR;COLABORADOR/A SENIOR;PROFESOR/A DISTINGUIDO/A
ALEMANIA;2;2
ARGELIA;3;3
AUSTRALIA;1;1
BÉLGICA;1;1
BOLIVIA;1;1
BRASIL;5;4;;1
BULGARIA;1;1
CHILE;3;2;;1
CHINA (REPÚBLICA POPULAR);2;2
COLOMBIA;15;12;1;2
COSTA RICA;1;;;1
CUBA;8;5;1;2
ECUADOR;4;4
ESTADOS UNIDOS DE AMÉRICA;1;;;1
FRANCIA;6;4;1;1
GHANA;3;3
GRECIA;1;1
HOLANDA (PAISES BAJOS);1;1
INDIA;2;1;1
ITALIA;6;5;1
KIRGUISTÁN;1;1
LÍBANO;1;1
MÉXICO;8;7;;1
NUEVA ZELANDA;1;1
PAKISTÁN;1;1
PERÚ;1;;;1
POLONIA;3;2;;1
PORTUGAL;1;;;1
REINO UNIDO;3;3
REPÚBLICA CHECA;1;;;1
RUMANÍA;3;1;1;1
RUSIA;2;2
TURQUÍA;1;1
UCRANIA;1;;;1
URUGUAY;1;1
VENEZUELA;2;1;;;1
