Personal Técnico, de Gestión y de Apoyo a la Investigación (I-PTGAS):  NACIONALIDAD;TOTAL;ESPECIALISTA TÉCNICO/A;TÉCNICO/A;TÉCNICO/A SUPERIOR;TECNÓLOGO/A SUPERIOR
ARABIA SAUDÍ;1;;;1
ARGELIA;1;;1
ARGENTINA;1;;;1
BOLIVIA;1;;1
BRASIL;1;;;1
COLOMBIA;1;;1
ECUADOR;1;;;1
FRANCIA;1;;;1
GRECIA;1;;1
HOLANDA (PAISES BAJOS);2;;;;2
POLONIA;1;1
RUMANÍA;2;;;1;1
RUSIA;1;;;;1
UCRANIA;5;1;2;2
