CATEGORY,GIS_ID,OBJECTID,GLOBALID,SHAPEAREA,SHAPELEN
Primary Street,Downtown_DesignatedStreetsPly_198,228,{98A5D84A-BC1A-4D18-B48F-11BC8F58FCC9},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_199,229,{27C08A36-4BDF-4F12-9AE9-6C8C37B99296},0,0
Primary Street,Downtown_DesignatedStreetsPly_200,230,{EFEAD456-C27C-483A-BADC-651FDC6A3851},0,0
Primary Street,Downtown_DesignatedStreetsPly_201,231,{25CE9635-9793-4FBF-B162-EC8589A65A32},0,0
Secondary Street,Downtown_DesignatedStreetsPly_202,232,{DA90C29A-E9F6-4FC4-BFB0-7039BDF7493F},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_203,233,{1B94ADF2-CE26-40E3-A753-CCAFEADF5490},0,0
Primary Street,Downtown_DesignatedStreetsPly_204,234,{D6CC0476-8B68-4A56-97DB-DC71D9CB281F},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_205,235,{241B8947-6CDC-4535-B5BE-24B98A1B665F},0,0
Primary Street,Downtown_DesignatedStreetsPly_206,236,{BDEB2D0E-E9FB-408C-8F32-C252F6F85F1E},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_207,237,{F75B8406-FC03-4EBF-B0AC-FBF2A7D014BE},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_208,238,{0720D8EC-C2D3-4DC0-9E02-69FD011406D5},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_209,239,{6186A577-3E5F-4C47-9F26-97EFAD81324A},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_210,240,{AD91744A-6691-4740-8BC7-A92733C29DAA},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_211,241,{2D19040E-1471-4E3D-A5B6-24BDAABC2F11},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_212,242,{B4625040-6010-4BDE-BF70-7A1CBECCA0B3},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_213,243,{8457C019-6CBD-4CC1-9932-BE2396C29CAE},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_214,244,{BDC9B330-B6F8-4A73-9D72-2742A535690A},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_215,245,{4299EC64-3CB9-4A27-90EF-A618E0D8DE8B},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_216,246,{9128273D-1935-41B2-A4E5-293EDAAF8C51},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_217,247,{68F80B48-6FC1-483C-82FA-72AD7F3AB08D},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_218,248,{EDF997BC-7D94-4E49-9441-8CA818B00FBB},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_219,249,{E8960D14-2A2D-4244-B89F-1F268B85F2E2},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_220,250,{A133E71E-36DE-4E9F-8509-18EB4CE1C462},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_221,251,{5FB84C44-1126-43C6-AB3C-BDD6CD7859F6},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_222,252,{66374036-0009-41C1-9F92-835553D368BC},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_223,253,{F71C8671-3B72-4347-A30F-06C5353F855E},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_224,254,{F549A74A-2FA9-4DB8-B63B-D3438D42423C},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_225,255,{EFF7244C-9AF7-4156-9E74-1BDD941B4D6C},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_226,256,{856BF3FB-54D5-49A7-A441-9439E8413826},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_227,257,{EC6F2CBC-09B8-453F-BB85-7E053976E228},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_228,258,{0B413BE6-D34F-41AE-B098-EC6F5E71BAA8},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_229,259,{CFFFC501-3AEC-4536-9AC2-38F84251F53D},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_230,260,{090A091D-0ADA-4F6A-8B4E-1F114CE82755},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_231,261,{0E8AD441-E801-4FBB-B5B6-EB2E83AFDDBC},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_232,262,{9894CC4B-5556-44A4-9476-B08D9FA22551},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_233,263,{71BCA1E7-A532-4656-AFA6-2AAF33ABF060},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_234,264,{E03EAB72-0FF9-4B27-89EA-78E2B04CAEDF},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_235,265,{FF545A3F-A99B-41D7-92A8-5E861575C8EA},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_236,266,{23B3837E-D759-4E7A-9861-8A88F4561B1C},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_237,267,{97832BCD-4EA9-480F-B75F-1AD0E9EFA291},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_238,268,{2926F455-0146-4A62-B709-1EAFC6185330},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_239,269,{816F274A-43D8-468A-BEFB-A2AF1F9C3620},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_240,270,{CB1358CC-CDF3-4D95-9528-72BA0EFF25EE},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_241,271,{51D45BAF-18E5-435A-AF94-3F9196C9A05C},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_242,272,{CDFA1731-D054-4BDB-8768-FD3104018F5A},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_243,273,{16EBC55C-13C7-4484-9EAE-F5DAC87B6027},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_244,274,{F3C7B1A1-6FFA-4F21-A2FE-4623977F5BF5},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_245,275,{0F05D550-73D5-409B-997E-CB307CCF8A00},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_246,276,{6A18542B-FD65-4219-8DD5-0EB99EFAE813},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_247,277,{71C54D5C-F906-467C-8FA0-1F2D71B05B01},0,0
Primary Street,Downtown_DesignatedStreetsPly_248,278,{71EAC738-0B1B-4C38-9944-65697368B047},0,0
Primary Street,Downtown_DesignatedStreetsPly_249,279,{5875A5F6-F83C-4C7A-81A7-7FAFF3B1F10B},0,0
Primary Street,Downtown_DesignatedStreetsPly_250,280,{390EB92E-5A2D-4143-A788-9A9F2041CEE5},0,0
Primary Street,Downtown_DesignatedStreetsPly_251,281,{C3EB9D0C-8A97-4D55-B852-D9CD9601A6BA},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_252,282,{A82A3312-6B95-478B-9487-9F63DD4C8119},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_253,283,{504B2F88-4CD3-4903-A160-EC3152512416},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_254,284,{1C0CF893-7FC5-49C7-8F4F-81BFFA1E0696},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_255,285,{A4A0FBB7-1FCD-49FF-AE49-9C66C808E63F},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_256,286,{481E475C-497A-4B28-8973-150FB2363C85},0,0
Tertiary Street,Downtown_DesignatedStreetsPly_257,287,{17511953-8692-4B3A-B274-DC9CD69B8736},0,0
