Personal d'investigació (I-PI): NACIONALITAT;TOTAL;INVESTIGADOR/A;COL·LABORADOR/A JÚNIOR;COL·LABORADOR/A SÈNIOR;PROFESSOR/A DISTINGIT/IDA
ALEMANYA;2;2
ALGÈRIA;3;3
AUSTRÀLIA;1;1
BÈLGICA;1;1
BOLÍVIA;1;1
BRASIL;5;4;;1
BULGÀRIA;1;1
COLÒMBIA;15;12;1;2
COSTA RICA;1;;;1
CUBA;8;5;1;2
EQUADOR;4;4
ESTATS UNITS D'AMÈRICA;1;;;1
FRANÇA;6;4;1;1
GHANA;3;3
GRÈCIA;1;1
HOLANDA (PAÏSOS BAIXOS);1;1
ÍNDIA;2;1;1
ITÀLIA;6;5;1
KIRGUIZISTAN;1;1
LÍBAN;1;1
MÈXIC;8;7;;1
NOVA ZELANDA;1;1
PAKISTAN;1;1
PERÚ;1;;;1
POLÒNIA;3;2;;1
PORTUGAL;1;;;1
REGNE UNIT;3;3
REPÚBLICA TXECA;1;;;1
ROMANIA;3;1;1;1
RÚSSIA;2;2
TURQUIA;1;1
UCRAÏNA;1;;;1
URUGUAI;1;1
VENEÇUELA;2;1;;;1
XILE;3;2;;1
XINA (REPUBLICA POPULAR);2;2
