Sexennis  Aconseguits / Potencials;2020-21 - Total;2020-21 - Dones;2020-21 - Homes;2021-22 - Total;2021-22 - Dones;2021-22 - Homes;2022-23 - Total;2022-23 - Dones;2022-23 - Homes;2023-24 - Total;2023-24 - Dones;2023-24 - Homes
Aconseguits / Potencials;73%;68%;75%;74%;69%;77%;76%;73%;78%;77%;75%;79%
